Time,Channel A
(s),(V)

10.86667209,-0.02487259
10.93333879,-0.02502518
11.00000549,-0.02655110
11.06667219,-0.02670370
11.13333889,-0.02639851
11.20000559,-0.02594073
11.26667229,-0.02365185
11.33333899,-0.02533036
11.40000569,-0.02502518
11.46667239,-0.02487259
11.53333909,-0.02578814
11.60000579,-0.02502518
11.66667249,-0.02471999
11.73333919,-0.02624592
11.80000589,-0.02670370
11.86667259,-0.02548296
11.93333929,-0.02105777
12.00000599,-0.02655110
12.06667269,-0.02609333
12.13333939,-0.02700888
12.20000609,-0.02655110
12.26667279,-0.02777184
12.33333949,-0.02838221
12.40000619,-0.02655110
12.46667289,-0.02716147
12.53333959,-0.02868740
12.60000629,-0.02487259
12.66667299,-0.02960295
12.73333969,-0.02304148
12.80000639,-0.02731407
12.86667309,-0.02761925
12.93333979,-0.02410962
13.00000649,-0.02578814
13.06667319,-0.02380444
13.13333989,-0.03402814
13.20000659,-0.02899258
13.26667329,-0.02624592
13.33333999,-0.02288888
13.40000669,-0.02533036
13.46667339,-0.02304148
13.53334009,-0.02456740
13.60000679,-0.02609333
13.66667349,-0.02838221
13.73334019,-0.03372295
13.80000689,-0.02578814
13.86667359,-0.02777184
13.93334029,-0.02395703
14.00000699,-0.02700888
14.06667369,-0.02838221
14.13334039,-0.02517777
14.20000709,-0.02868740
14.26667379,-0.02655110
14.33334049,-0.02334666
14.40000719,-0.02639851
14.46667389,-0.02853481
14.53334059,-0.02395703
14.60000729,-0.02624592
14.66667399,-0.02731407
14.73334069,-0.02502518
14.80000739,-0.02746666
14.86667409,-0.03204443
14.93334079,-0.02471999
15.00000749,-0.02594073
15.06667419,-0.02502518
15.13334089,-0.02395703
15.20000759,-0.02716147
15.26667429,-0.02761925
15.33334099,-0.02655110
15.40000769,-0.02639851
15.46667439,-0.02700888
15.53334109,-0.02639851
15.60000779,-0.02273629
15.66667449,-0.02777184
15.73334119,-0.02395703
15.80000789,-0.02395703
15.86667459,-0.02624592
15.93334129,-0.02395703
16.00000799,-0.02136296
16.06667469,-0.02548296
16.13334139,-0.02487259
16.20000809,-0.02166814
16.26667479,-0.02410962
16.33334149,-0.02456740
16.40000819,-0.02578814
16.46667489,-0.02395703
16.53334159,-0.02578814
16.60000829,-0.03067110
16.66667499,-0.02044740
16.73334169,-0.02761925
16.80000839,-0.02594073
16.86667509,-0.02914518
16.93334179,-0.02349925
17.00000849,-0.01632740
17.06667519,-0.01968444
17.13334189,-0.02334666
17.20000859,-0.02136296
17.26667529,-0.02639851
17.33334199,-0.02533036
17.40000869,-0.02655110
17.46667539,-0.02914518
17.53334209,-0.02533036
17.60000879,-0.02456740
17.66667549,-0.02594073
17.73334219,-0.02456740
17.80000889,-0.02365185
17.86667559,-0.02487259
17.93334229,-0.02151555
18.00000899,-0.02059999
18.06667569,-0.02471999
18.13334239,-0.02395703
18.20000909,-0.01739555
18.26667579,-0.02639851
18.33334249,-0.02609333
18.40000919,-0.02731407
18.46667589,-0.02471999
18.53334258,-0.02426222
18.60000928,-0.01907407
18.66667598,-0.02426222
18.73334268,-0.02594073
18.80000938,-0.02273629
18.86667608,-0.02609333
18.93334278,-0.02288888
19.00000948,-0.02487259
19.06667618,-0.02655110
19.13334288,-0.02746666
19.20000958,-0.02578814
19.26667628,-0.02655110
19.33334298,-0.02487259
19.40000968,-0.02227851
19.46667638,-0.02380444
19.53334308,-0.02914518
19.60000978,-0.01892148
19.66667648,-0.02731407
19.73334318,-0.02456740
19.80000988,-0.02883999
19.86667658,-0.02624592
19.93334328,-0.02182074
20.00000998,-0.02395703
20.06667668,-0.02578814
20.13334338,-0.02548296
20.20001008,-0.01968444
20.26667678,-0.02899258
20.33334348,-0.02334666
20.40001018,-0.01922666
20.46667688,-0.02578814
20.53334358,-0.02517777
20.60001028,-0.02517777
20.66667698,-0.02609333
20.73334368,-0.02700888
20.80001038,-0.01998962
20.86667708,-0.02609333
20.93334378,-0.02578814
21.00001048,-0.02121036
21.06667718,-0.02517777
21.13334388,-0.02517777
21.20001058,-0.02456740
21.26667728,-0.02578814
21.33334398,-0.02777184
21.40001068,-0.02471999
21.46667738,-0.02334666
21.53334408,-0.02960295
21.60001078,-0.02914518
21.66667748,-0.02700888
21.73334418,-0.02624592
21.80001088,-0.02426222
21.86667758,-0.02349925
21.93334428,-0.02456740
22.00001098,-0.02456740
22.06667768,-0.02258370
22.13334438,-0.02410962
22.20001108,-0.02517777
22.26667778,-0.02655110
22.33334448,-0.02716147
22.40001118,-0.02731407
22.46667788,-0.02594073
22.53334458,-0.02594073
22.60001128,-0.02502518
22.66667798,-0.02716147
22.73334468,-0.02716147
22.80001138,-0.02349925
22.86667808,-0.02578814
22.93334478,-0.02853481
23.00001148,-0.02166814
23.06667818,-0.02304148
23.13334488,-0.02578814
23.20001158,-0.02365185
23.26667828,-0.02395703
23.33334498,-0.02487259
23.40001168,-0.02334666
23.46667838,-0.02426222
23.53334508,-0.02578814
23.60001178,-0.02594073
23.66667848,-0.02502518
23.73334518,-0.02349925
23.80001188,-0.02334666
23.86667858,-0.02883999
23.93334528,-0.02044740
24.00001198,-0.02395703
24.06667868,-0.01861629
24.13334538,-0.02746666
24.20001208,-0.02639851
24.26667878,-0.02273629
24.33334548,-0.02883999
24.40001218,-0.02624592
24.46667888,-0.01571703
24.53334558,-0.01983703
24.60001228,-0.02731407
24.66667898,-0.02334666
24.73334568,-0.02578814
24.80001238,-0.02502518
24.86667908,-0.02502518
24.93334578,-0.02227851
25.00001248,-0.02502518
25.06667918,-0.02731407
25.13334588,-0.03082369
25.20001258,-0.02395703
25.26667928,-0.02456740
25.33334598,-0.02624592
25.40001268,-0.02578814
25.46667938,-0.02349925
25.53334608,-0.02578814
25.60001278,-0.02502518
25.66667948,-0.02487259
25.73334618,-0.02624592
25.80001288,-0.02273629
25.86667958,-0.02502518
25.93334628,-0.02548296
26.00001298,-0.02548296
26.06667968,-0.02334666
26.13334638,-0.02548296
26.20001308,-0.02609333
26.26667978,-0.02410962
26.33334648,-0.02456740
26.40001318,-0.02380444
26.46667988,-0.02243111
26.53334658,-0.02487259
26.60001328,-0.02426222
26.66667998,-0.02182074
26.73334668,-0.02639851
26.80001338,-0.02365185
26.86668008,-0.02166814
26.93334678,-0.02395703
27.00001348,-0.02975555
27.06668018,-0.02731407
27.13334688,-0.02624592
27.20001358,-0.02838221
27.26668028,-0.02609333
27.33334698,-0.02395703
27.40001368,-0.02746666
27.46668038,-0.02426222
27.53334708,-0.02502518
27.60001378,-0.02166814
27.66668048,-0.02777184
27.73334718,-0.02609333
27.80001388,-0.02456740
27.86668058,-0.02365185
27.93334728,-0.02227851
28.00001398,-0.02594073
28.06668068,-0.02426222
28.13334738,-0.02700888
28.20001408,-0.02731407
28.26668078,-0.02533036
28.33334748,-0.02716147
28.40001418,-0.02624592
28.46668088,-0.02639851
28.53334758,-0.02456740
28.60001428,-0.02410962
28.66668098,-0.01846370
28.73334768,-0.02395703
28.80001438,-0.02639851
28.86668108,-0.02700888
28.93334778,-0.02471999
29.00001448,-0.02899258
29.06668118,-0.02304148
29.13334788,-0.02517777
29.20001458,-0.03097629
29.26668128,-0.02365185
29.33334798,-0.01983703
29.40001468,-0.02227851
29.46668138,-0.02548296
29.53334808,-0.01937925
29.60001478,-0.02426222
29.66668148,-0.02166814
29.73334818,-0.02304148
29.80001488,-0.02578814
29.86668158,-0.02151555
29.93334828,-0.02273629
30.00001498,-0.02273629
30.06668168,-0.02121036
30.13334838,-0.02212592
30.20001508,-0.02059999
30.26668178,-0.02121036
30.33334848,-0.01998962
30.40001518,-0.02243111
30.46668188,-0.02227851
30.53334858,-0.02624592
30.60001528,-0.01907407
30.66668198,-0.02029481
30.73334868,-0.01907407
30.80001538,-0.02456740
30.86668207,-0.02090518
30.93334877,-0.02365185
31.00001547,-0.01525925
31.06668217,-0.01983703
31.13334887,-0.01739555
31.20001557,-0.02533036
31.26668227,-0.02029481
31.33334897,-0.02014222
31.40001567,-0.02578814
31.46668237,-0.02105777
31.53334907,-0.01922666
31.60001577,-0.02059999
31.66668247,-0.02136296
31.73334917,-0.01556444
31.80001587,-0.01998962
31.86668257,-0.01876888
31.93334927,-0.01876888
32.00001597,-0.02182074
32.06668267,-0.02090518
32.13334937,-0.02059999
32.20001607,-0.01937925
32.26668277,-0.02044740
32.33334947,-0.02365185
32.40001617,-0.02059999
32.46668287,-0.02029481
32.53334957,-0.01983703
32.60001627,-0.02059999
32.66668297,-0.02166814
32.73334967,-0.01571703
32.80001637,-0.02151555
32.86668307,-0.02243111
32.93334977,-0.02014222
33.00001647,-0.01693777
33.06668317,-0.02136296
33.13334987,-0.01724296
33.20001657,-0.01907407
33.26668327,-0.01495407
33.33334997,-0.02349925
33.40001667,-0.02014222
33.46668337,-0.01876888
33.53335007,-0.01937925
33.60001677,-0.01541185
33.66668347,-0.01998962
33.73335017,-0.01785333
33.80001687,-0.02380444
33.86668357,-0.01846370
33.93335027,-0.01998962
34.00001697,-0.01663259
34.06668367,-0.02471999
34.13335037,-0.01892148
34.20001707,-0.02014222
34.26668377,-0.02059999
34.33335047,-0.01251259
34.40001717,-0.01983703
34.46668387,-0.01998962
34.53335057,-0.01815851
34.60001727,-0.01800592
34.66668397,-0.02136296
34.73335067,-0.01907407
34.80001737,-0.01785333
34.86668407,-0.01998962
34.93335077,-0.02044740
35.00001747,-0.01937925
35.06668417,-0.01617481
35.13335087,-0.01815851
35.20001757,-0.02090518
35.26668427,-0.02227851
35.33335097,-0.01678518
35.40001767,-0.02151555
35.46668437,-0.01815851
35.53335107,-0.01907407
35.60001777,-0.01922666
35.66668447,-0.01968444
35.73335117,-0.01663259
35.80001787,-0.01770074
35.86668457,-0.01678518
35.93335127,-0.01770074
36.00001797,-0.01724296
36.06668467,-0.01815851
36.13335137,-0.01846370
36.20001807,-0.01251259
36.26668477,-0.01968444
36.33335147,-0.02105777
36.40001817,-0.01968444
36.46668487,-0.01724296
36.53335157,-0.01846370
36.60001827,-0.02533036
36.66668497,-0.01556444
36.73335167,-0.01785333
36.80001837,-0.01754814
36.86668507,-0.01998962
36.93335177,-0.01907407
37.00001847,-0.01785333
37.06668517,-0.02029481
37.13335187,-0.01678518
37.20001857,-0.01190222
37.26668527,-0.01159703
37.33335197,-0.01876888
37.40001867,-0.01754814
37.46668537,-0.01876888
37.53335207,-0.01998962
37.60001877,-0.01434370
37.66668547,-0.02273629
37.73335217,-0.01983703
37.80001887,-0.01327555
37.86668557,-0.02243111
37.93335227,-0.01922666
38.00001897,-0.01785333
38.06668567,-0.01785333
38.13335237,-0.01739555
38.20001907,-0.01632740
38.26668577,-0.02029481
38.33335247,-0.01846370
38.40001917,-0.02014222
38.46668587,-0.02029481
38.53335257,-0.01861629
38.60001927,-0.01403851
38.66668597,-0.01922666
38.73335267,-0.02166814
38.80001937,-0.01480148
38.86668607,-0.02029481
38.93335277,-0.01907407
39.00001947,-0.01846370
39.06668617,-0.01968444
39.13335287,-0.02136296
39.20001957,-0.01937925
39.26668627,-0.01937925
39.33335297,-0.01892148
39.40001967,-0.01876888
39.46668637,-0.02273629
39.53335307,-0.01785333
39.60001977,-0.02243111
39.66668647,-0.02258370
39.73335317,-0.02502518
39.80001987,-0.01983703
39.86668657,-0.02136296
39.93335327,-0.02746666
40.00001997,-0.02273629
40.06668667,-0.02105777
40.13335337,-0.02349925
40.20002007,-0.01998962
40.26668677,-0.02136296
40.33335347,-0.01754814
40.40002017,-0.02395703
40.46668687,-0.02334666
40.53335357,-0.02304148
40.60002027,-0.01907407
40.66668697,-0.02349925
40.73335367,-0.01983703
40.80002037,-0.01739555
40.86668707,-0.02380444
40.93335377,-0.01907407
41.00002047,-0.02044740
41.06668717,-0.02136296
41.13335387,-0.02700888
41.20002057,-0.01998962
41.26668727,-0.02395703
41.33335397,-0.02349925
41.40002067,-0.02166814
41.46668737,-0.02365185
41.53335407,-0.02594073
41.60002077,-0.01846370
41.66668747,-0.02594073
41.73335417,-0.02609333
41.80002087,-0.02914518
41.86668757,-0.02899258
41.93335427,-0.02990814
42.00002097,-0.02426222
42.06668767,-0.02365185
42.13335437,-0.02380444
42.20002107,-0.02273629
42.26668777,-0.02655110
42.33335447,-0.02868740
42.40002117,-0.02624592
42.46668787,-0.02624592
42.53335457,-0.02700888
42.60002127,-0.02624592
42.66668797,-0.02883999
42.73335467,-0.02533036
42.80002137,-0.02456740
42.86668807,-0.02380444
42.93335477,-0.02533036
43.00002147,-0.02334666
43.06668817,-0.01983703
43.13335487,-0.02456740
43.20002156,-0.02365185
43.26668826,-0.02533036
43.33335496,-0.02624592
43.40002166,-0.02502518
43.46668836,-0.02914518
43.53335506,-0.02380444
43.60002176,-0.02487259
43.66668846,-0.02426222
43.73335516,-0.02609333
43.80002186,-0.02746666
43.86668856,-0.02624592
43.93335526,-0.02395703
44.00002196,-0.02121036
44.06668866,-0.02166814
44.13335536,-0.02639851
44.20002206,-0.02426222
44.26668876,-0.02517777
44.33335546,-0.02792444
44.40002216,-0.02731407
44.46668886,-0.02090518
44.53335556,-0.02960295
44.60002226,-0.02777184
44.66668896,-0.02624592
44.73335566,-0.02761925
44.80002236,-0.02716147
44.86668906,-0.02456740
44.93335576,-0.02868740
45.00002246,-0.02670370
45.06668916,-0.02166814
45.13335586,-0.02258370
45.20002256,-0.02548296
45.26668926,-0.02426222
45.33335596,-0.02670370
45.40002266,-0.02471999
45.46668936,-0.02945036
45.53335606,-0.02624592
45.60002276,-0.02471999
45.66668946,-0.02639851
45.73335616,-0.02716147
45.80002286,-0.02777184
45.86668956,-0.02151555
45.93335626,-0.02822962
46.00002296,-0.02517777
46.06668966,-0.02548296
46.13335636,-0.02578814
46.20002306,-0.02655110
46.26668976,-0.02838221
46.33335646,-0.02990814
46.40002316,-0.02777184
46.46668986,-0.02899258
46.53335656,-0.03067110
46.60002326,-0.02716147
46.66668996,-0.03234962
46.73335666,-0.02731407
46.80002336,-0.02746666
46.86669006,-0.02761925
46.93335676,-0.02731407
47.00002346,-0.02578814
47.06669016,-0.02868740
47.13335686,-0.02594073
47.20002356,-0.02151555
47.26669026,-0.03006073
47.33335696,-0.02548296
47.40002366,-0.02822962
47.46669036,-0.02426222
47.53335706,-0.02914518
47.60002376,-0.02395703
47.66669046,-0.02731407
47.73335716,-0.03036592
47.80002386,-0.02395703
47.86669056,-0.02426222
47.93335726,-0.02578814
48.00002396,-0.03387555
48.06669066,-0.03021332
48.13335736,-0.02578814
48.20002406,-0.03021332
48.26669076,-0.01907407
48.33335746,-0.02716147
48.40002416,-0.03097629
48.46669086,-0.02456740
48.53335756,-0.03067110
48.60002426,-0.02533036
48.66669096,-0.02945036
48.73335766,-0.02822962
48.80002436,-0.02868740
48.86669106,-0.02548296
48.93335776,-0.02700888
49.00002446,-0.02517777
49.06669116,-0.02426222
49.13335786,-0.02502518
49.20002456,-0.02670370
49.26669126,-0.02533036
49.33335796,-0.02365185
49.40002466,-0.02594073
49.46669136,-0.02426222
49.53335806,-0.02517777
49.60002476,-0.02502518
49.66669146,-0.02395703
49.73335816,-0.02059999
49.80002486,-0.02487259
49.86669156,-0.02349925
49.93335826,-0.01800592
50.00002496,-0.02395703
50.06669166,-0.02426222
50.13335836,-0.01983703
50.20002506,-0.02258370
50.26669176,-0.02380444
50.33335846,-0.02426222
50.40002516,-0.02288888
50.46669186,-0.02334666
50.53335856,-0.02914518
50.60002526,-0.01770074
50.66669196,-0.02334666
50.73335866,-0.01907407
50.80002536,-0.02548296
50.86669206,-0.02334666
50.93335876,-0.02578814
51.00002546,-0.02059999
51.06669216,-0.02029481
51.13335886,-0.02166814
51.20002556,-0.02334666
51.26669226,-0.02182074
51.33335896,-0.01525925
51.40002566,-0.02365185
51.46669236,-0.02288888
51.53335906,-0.02273629
51.60002576,-0.02365185
51.66669246,-0.02136296
51.73335916,-0.01846370
51.80002586,-0.02151555
51.86669256,-0.01937925
51.93335926,-0.01846370
52.00002596,-0.02395703
52.06669266,-0.01922666
52.13335936,-0.01571703
52.20002606,-0.02151555
52.26669276,-0.02212592
52.33335946,-0.01861629
52.40002616,-0.02227851
52.46669286,-0.01998962
52.53335956,-0.01754814
52.60002626,-0.01937925
52.66669296,-0.02243111
52.73335966,-0.01815851
52.80002636,-0.02182074
52.86669306,-0.02334666
52.93335976,-0.02334666
53.00002646,-0.02166814
53.06669316,-0.02151555
53.13335986,-0.02258370
53.20002656,-0.02105777
53.26669326,-0.02044740
53.33335996,-0.02212592
53.40002666,-0.02059999
53.46669336,-0.02227851
53.53336006,-0.02426222
53.60002676,-0.02212592
53.66669346,-0.02700888
53.73336016,-0.01770074
53.80002686,-0.02227851
53.86669356,-0.01876888
53.93336026,-0.02426222
54.00002696,-0.02273629
54.06669366,-0.01876888
54.13336036,-0.01876888
54.20002706,-0.02166814
54.26669376,-0.02349925
54.33336046,-0.01937925
54.40002716,-0.02059999
54.46669386,-0.02471999
54.53336056,-0.01968444
54.60002726,-0.02136296
54.66669396,-0.02273629
54.73336066,-0.02487259
54.80002736,-0.02533036
54.86669406,-0.02624592
54.93336076,-0.02258370
55.00002746,-0.01739555
55.06669416,-0.02121036
55.13336086,-0.02014222
55.20002756,-0.02273629
55.26669426,-0.02136296
55.33336096,-0.01968444
55.40002766,-0.02395703
55.46669436,-0.02105777
55.53336105,-0.01983703
55.60002775,-0.02059999
55.66669445,-0.02105777
55.73336115,-0.02121036
55.80002785,-0.01525925
55.86669455,-0.02365185
55.93336125,-0.02227851
56.00002795,-0.02166814
56.06669465,-0.01937925
56.13336135,-0.02136296
56.20002805,-0.02059999
56.26669475,-0.01937925
56.33336145,-0.02182074
56.40002815,-0.01983703
56.46669485,-0.02151555
56.53336155,-0.02105777
56.60002825,-0.01998962
56.66669495,-0.02121036
56.73336165,-0.02029481
56.80002835,-0.01419111
56.86669505,-0.02502518
56.93336175,-0.02151555
57.00002845,-0.02029481
57.06669515,-0.02166814
57.13336185,-0.02243111
57.20002855,-0.02182074
57.26669525,-0.01876888
57.33336195,-0.01937925
57.40002865,-0.01632740
57.46669535,-0.02136296
57.53336205,-0.02288888
57.60002875,-0.02151555
57.66669545,-0.02380444
57.73336215,-0.02273629
57.80002885,-0.02426222
57.86669555,-0.02349925
57.93336225,-0.02349925
58.00002895,-0.02105777
58.06669565,-0.02471999
58.13336235,-0.02304148
58.20002905,-0.03082369
58.26669575,-0.01754814
58.33336245,-0.02700888
58.40002915,-0.02258370
58.46669585,-0.02502518
58.53336255,-0.02105777
58.60002925,-0.03006073
58.66669595,-0.02471999
58.73336265,-0.02578814
58.80002935,-0.02182074
58.86669605,-0.03036592
58.93336275,-0.02792444
59.00002945,-0.02258370
59.06669615,-0.02716147
59.13336285,-0.02975555
59.20002955,-0.02166814
59.26669625,-0.02426222
59.33336295,-0.02487259
59.40002965,-0.02670370
59.46669635,-0.02639851
59.53336305,-0.02548296
59.60002975,-0.02899258
59.66669645,-0.02655110
59.73336315,-0.02914518
59.80002985,-0.02578814
59.86669655,-0.02456740
59.93336325,-0.02853481
60.00002995,-0.02639851
60.06669665,-0.02914518
60.13336335,-0.02853481
60.20003005,-0.02700888
60.26669675,-0.02517777
60.33336345,-0.02624592
60.40003015,-0.02365185
60.46669685,-0.02395703
60.53336355,-0.02716147
60.60003025,-0.02792444
60.66669695,-0.02487259
60.73336365,-0.02502518
60.80003035,-0.02716147
60.86669705,-0.03448591
60.93336375,-0.02212592
61.00003045,-0.02853481
61.06669715,-0.02777184
61.13336385,-0.02914518
61.20003055,-0.02609333
61.26669725,-0.02594073
61.33336395,-0.02899258
61.40003065,-0.02761925
61.46669735,-0.02395703
61.53336405,-0.03067110
61.60003075,-0.02853481
61.66669745,-0.02990814
61.73336415,-0.02838221
61.80003085,-0.02731407
61.86669755,-0.02410962
61.93336425,-0.03067110
62.00003095,-0.02777184
62.06669765,-0.02273629
62.13336435,-0.02883999
62.20003105,-0.02822962
62.26669775,-0.02426222
62.33336445,-0.02990814
62.40003115,-0.02792444
62.46669785,-0.02777184
62.53336455,-0.02792444
62.60003125,-0.02716147
62.66669795,-0.02822962
62.73336465,-0.03128147
62.80003135,-0.02655110
62.86669805,-0.03112888
62.93336475,-0.02853481
63.00003145,-0.02731407
63.06669815,-0.03006073
63.13336485,-0.02822962
63.20003155,-0.02502518
63.26669825,-0.03189184
63.33336495,-0.03006073
63.40003165,-0.02746666
63.46669835,-0.02731407
63.53336505,-0.02471999
63.60003175,-0.02990814
63.66669845,-0.02639851
63.73336515,-0.02975555
63.80003185,-0.02960295
63.86669855,-0.03128147
63.93336525,-0.02945036
64.00003195,-0.02761925
64.06669865,-0.02670370
64.13336535,-0.02746666
64.20003205,-0.02731407
64.26669875,-0.02395703
64.33336545,-0.02502518
64.40003215,-0.02990814
64.46669885,-0.02517777
64.53336555,-0.02700888
64.60003225,-0.02700888
64.66669895,-0.02700888
64.73336565,-0.02533036
64.80003235,-0.02777184
64.86669905,-0.02548296
64.93336575,-0.02471999
65.00003245,-0.02624592
65.06669915,-0.02166814
65.13336585,-0.02014222
65.20003255,-0.02456740
65.26669925,-0.02410962
65.33336595,-0.02151555
65.40003265,-0.02517777
65.46669935,-0.02517777
65.53336605,-0.02746666
65.60003275,-0.02243111
65.66669945,-0.02288888
65.73336615,-0.02456740
65.80003285,-0.02777184
65.86669955,-0.02121036
65.93336625,-0.02456740
66.00003295,-0.02487259
66.06669965,-0.02090518
66.13336635,-0.01937925
66.20003305,-0.02639851
66.26669975,-0.02349925
66.33336645,-0.01892148
66.40003315,-0.02349925
66.46669985,-0.01968444
66.53336655,-0.01922666
66.60003325,-0.02395703
66.66669995,-0.02121036
66.73336665,-0.02014222
66.80003335,-0.02243111
66.86670005,-0.02121036
66.93336675,-0.01998962
67.00003345,-0.02166814
67.06670015,-0.02029481
67.13336685,-0.02044740
67.20003355,-0.02212592
67.26670025,-0.02227851
67.33336695,-0.02014222
67.40003365,-0.01983703
67.46670035,-0.02578814
67.53336705,-0.02105777
67.60003375,-0.01876888
67.66670045,-0.01556444
67.73336715,-0.02609333
67.80003385,-0.02014222
67.86670054,-0.02014222
67.93336724,-0.01648000
68.00003394,-0.01815851
68.06670064,-0.01632740
68.13336734,-0.02212592
68.20003404,-0.01937925
68.26670074,-0.01815851
68.33336744,-0.01739555
68.40003414,-0.01449629
68.46670084,-0.02121036
68.53336754,-0.01403851
68.60003424,-0.01449629
68.66670094,-0.01815851
68.73336764,-0.01403851
68.80003434,-0.01678518
68.86670104,-0.01968444
68.93336774,-0.01602222
69.00003444,-0.01495407
69.06670114,-0.01449629
69.13336784,-0.01266518
69.20003454,-0.01297037
69.26670124,-0.01281777
69.33336794,-0.01419111
69.40003464,-0.01602222
69.46670134,-0.01495407
69.53336804,-0.01113926
69.60003474,-0.00915555
69.66670144,-0.01266518
69.73336814,-0.01174963
69.80003484,-0.00930815
69.86670154,-0.01129185
69.93336824,-0.01007111
70.00003494,-0.01571703
70.06670164,-0.00793481
70.13336834,-0.00915555
70.20003504,-0.00747704
70.26670174,-0.01419111
70.33336844,-0.00457778
70.40003514,-0.01266518
70.46670184,-0.01052889
70.53336854,-0.00824000
70.60003524,-0.00717185
70.66670194,-0.01205481
70.73336864,-0.01022370
70.80003534,-0.00579852
70.86670204,-0.00808741
70.93336874,-0.00640889
71.00003544,-0.00198370
71.06670214,-0.00747704
71.13336884,-0.00824000
71.20003554,-0.00335704
71.26670224,-0.00824000
71.33336894,-0.00701926
71.40003564,-0.00274667
71.46670234,-0.00564592
71.53336904,-0.00701926
